id,name,code,country_id/id
base.state_se_0114,Upplands Väsby,114,base.se
base.state_se_0115,Vallentuna,115,base.se
base.state_se_0117,Österåker,117,base.se
base.state_se_0120,Värmdö,120,base.se
base.state_se_0123,Järfälla,123,base.se
base.state_se_0125,Ekerö,125,base.se
base.state_se_0126,Huddinge,126,base.se
base.state_se_0127,Botkyrka,127,base.se
base.state_se_0128,Salems,128,base.se
base.state_se_0136,Haninge,136,base.se
base.state_se_0138,Tyresö,138,base.se
base.state_se_0139,Upplands-Bro,139,base.se
base.state_se_0140,Nykvarn,140,base.se
base.state_se_0160,Täby,160,base.se
base.state_se_0162,Danderyd,162,base.se
base.state_se_0163,Sollentuna,163,base.se
base.state_se_0180,Stockholm,180,base.se
base.state_se_0181,Södertälje,181,base.se
base.state_se_0182,Nacka,182,base.se
base.state_se_0183,Sundbyberg,183,base.se
base.state_se_0184,Solna,184,base.se
base.state_se_0186,Lidingö,186,base.se
base.state_se_0187,Vaxholm,187,base.se
base.state_se_0188,Norrtälje,188,base.se
base.state_se_0191,Sigtuna,191,base.se
base.state_se_0192,Nynäshamn,192,base.se
base.state_se_0305,Håbo,305,base.se
base.state_se_0319,Älvkarleby,319,base.se
base.state_se_0330,Knivsta,330,base.se
base.state_se_0331,Heby,331,base.se
base.state_se_0360,Tierps,360,base.se
base.state_se_0380,Uppsala,380,base.se
base.state_se_0381,Enköping,381,base.se
base.state_se_0382,Östhammar,382,base.se
base.state_se_0428,Vingåkers,428,base.se
base.state_se_0461,Gnesta,461,base.se
base.state_se_0480,Nyköping,480,base.se
base.state_se_0481,Oxelösund,481,base.se
base.state_se_0482,Flen,482,base.se
base.state_se_0483,Katrineholm,483,base.se
base.state_se_0484,Eskilstuna,484,base.se
base.state_se_0486,Strängnäs,486,base.se
base.state_se_0488,Trosa,488,base.se
base.state_se_0509,Ödeshög,509,base.se
base.state_se_0512,Ydre,512,base.se
base.state_se_0513,Kinda,513,base.se
base.state_se_0560,Boxholm,560,base.se
base.state_se_0561,Åtvidaberg,561,base.se
base.state_se_0562,Finspång,562,base.se
base.state_se_0563,Valdemarsvik,563,base.se
base.state_se_0580,Linköping,580,base.se
base.state_se_0581,Norrköping,581,base.se
base.state_se_0582,Söderköping,582,base.se
base.state_se_0583,Motala,583,base.se
base.state_se_0584,Vadstena,584,base.se
base.state_se_0586,Mjölby,586,base.se
base.state_se_0604,Aneby,604,base.se
base.state_se_0617,Gnosjö,617,base.se
base.state_se_0642,Mullsjö,642,base.se
base.state_se_0643,Habo,643,base.se
base.state_se_0662,Gislaved,662,base.se
base.state_se_0665,Vaggeryd,665,base.se
base.state_se_0680,Jönköping,680,base.se
base.state_se_0682,Nässjö,682,base.se
base.state_se_0683,Värnamo,683,base.se
base.state_se_0684,Sävsjö,684,base.se
base.state_se_0685,Vetlanda,685,base.se
base.state_se_0686,Eksjö,686,base.se
base.state_se_0687,Tranås,687,base.se
base.state_se_0760,Uppvidinge,760,base.se
base.state_se_0761,Lessebo,761,base.se
base.state_se_0763,Tingsryd,763,base.se
base.state_se_0764,Alvesta,764,base.se
base.state_se_0765,Älmhult,765,base.se
base.state_se_0767,Markaryd,767,base.se
base.state_se_0780,Växjö,780,base.se
base.state_se_0781,Ljungby,781,base.se
base.state_se_0821,Högsby,821,base.se
base.state_se_0834,Torsås,834,base.se
base.state_se_0840,Mörbylånga,840,base.se
base.state_se_0860,Hultsfred,860,base.se
base.state_se_0861,Mönsterås,861,base.se
base.state_se_0862,Emmaboda,862,base.se
base.state_se_0880,Kalmar,880,base.se
base.state_se_0881,Nybro,881,base.se
base.state_se_0882,Oskarshamn,882,base.se
base.state_se_0883,Västervik,883,base.se
base.state_se_0884,Vimmerby,884,base.se
base.state_se_0885,Borgholm,885,base.se
base.state_se_0980,Region Gotland,980,base.se
base.state_se_1060,Olofströms,1060,base.se
base.state_se_1080,Karlskrona,1080,base.se
base.state_se_1081,Ronneby,1081,base.se
base.state_se_1082,Karlshamn,1082,base.se
base.state_se_1083,Sölvesborg,1083,base.se
base.state_se_1214,Svalöv,1214,base.se
base.state_se_1230,Staffanstorp,1230,base.se
base.state_se_1231,Burlöv,1231,base.se
base.state_se_1233,Vellinge,1233,base.se
base.state_se_1256,Östra Göinge,1256,base.se
base.state_se_1257,Örkelljunga,1257,base.se
base.state_se_1260,Bjuvs,1260,base.se
base.state_se_1261,Kävlinge,1261,base.se
base.state_se_1262,Lomma,1262,base.se
base.state_se_1263,Svedala,1263,base.se
base.state_se_1264,Skurup,1264,base.se
base.state_se_1265,Sjöbo,1265,base.se
base.state_se_1266,Hörby,1266,base.se
base.state_se_1267,Höör,1267,base.se
base.state_se_1270,Tomelilla,1270,base.se
base.state_se_1272,Bromölla,1272,base.se
base.state_se_1273,Osby,1273,base.se
base.state_se_1275,Perstorp,1275,base.se
base.state_se_1276,Klippan,1276,base.se
base.state_se_1277,Åstorp,1277,base.se
base.state_se_1278,Båstad,1278,base.se
base.state_se_1280,Malmö,1280,base.se
base.state_se_1281,Lunds,1281,base.se
base.state_se_1282,Landskrona,1282,base.se
base.state_se_1283,Helsingborg,1283,base.se
base.state_se_1284,Höganäs,1284,base.se
base.state_se_1285,Eslöv,1285,base.se
base.state_se_1286,Ystad,1286,base.se
base.state_se_1287,Trelleborg,1287,base.se
base.state_se_1290,Kristianstad,1290,base.se
base.state_se_1291,Simrishamn,1291,base.se
base.state_se_1292,Ängelholm,1292,base.se
base.state_se_1293,Hässleholm,1293,base.se
base.state_se_1315,Hylte,1315,base.se
base.state_se_1380,Halmstad,1380,base.se
base.state_se_1381,Laholm,1381,base.se
base.state_se_1382,Falkenberg,1382,base.se
base.state_se_1383,Varbergs,1383,base.se
base.state_se_1384,Kungsbacka,1384,base.se
base.state_se_1401,Härryda,1401,base.se
base.state_se_1402,Partille,1402,base.se
base.state_se_1407,Öckerö,1407,base.se
base.state_se_1415,Stenungsund,1415,base.se
base.state_se_1419,Tjörns,1419,base.se
base.state_se_1421,Orust,1421,base.se
base.state_se_1427,Sotenäs,1427,base.se
base.state_se_1430,Munkedal,1430,base.se
base.state_se_1435,Tanum,1435,base.se
base.state_se_1438,Dals-Ed,1438,base.se
base.state_se_1439,Färgelanda,1439,base.se
base.state_se_1440,Ale,1440,base.se
base.state_se_1441,Lerums,1441,base.se
base.state_se_1442,Vårgårda,1442,base.se
base.state_se_1443,Bollebygd,1443,base.se
base.state_se_1444,Grästorps,1444,base.se
base.state_se_1445,Essunga,1445,base.se
base.state_se_1446,Karlsborg,1446,base.se
base.state_se_1447,Gullspång,1447,base.se
base.state_se_1452,Tranemo,1452,base.se
base.state_se_1460,Bengtsfors,1460,base.se
base.state_se_1461,Mellerud,1461,base.se
base.state_se_1462,Lilla Edet,1462,base.se
base.state_se_1463,Marks,1463,base.se
base.state_se_1465,Svenljunga,1465,base.se
base.state_se_1466,Herrljunga,1466,base.se
base.state_se_1470,Vara,1470,base.se
base.state_se_1471,Götene,1471,base.se
base.state_se_1472,Tibro,1472,base.se
base.state_se_1473,Töreboda,1473,base.se
base.state_se_1480,Göteborg,1480,base.se
base.state_se_1481,Mölndal,1481,base.se
base.state_se_1482,Kungälv,1482,base.se
base.state_se_1484,Lysekil,1484,base.se
base.state_se_1485,Uddevalla,1485,base.se
base.state_se_1486,Strömstad,1486,base.se
base.state_se_1487,Vänersborg,1487,base.se
base.state_se_1488,Trollhättan,1488,base.se
base.state_se_1489,Alingsås,1489,base.se
base.state_se_1490,Borås,1490,base.se
base.state_se_1491,Ulricehamn,1491,base.se
base.state_se_1492,Åmål,1492,base.se
base.state_se_1493,Mariestad,1493,base.se
base.state_se_1494,Lidköping,1494,base.se
base.state_se_1495,Skara,1495,base.se
base.state_se_1496,Skövde,1496,base.se
base.state_se_1497,Hjo,1497,base.se
base.state_se_1498,Tidaholm,1498,base.se
base.state_se_1499,Falköping,1499,base.se
base.state_se_1715,Kils,1715,base.se
base.state_se_1730,Eda,1730,base.se
base.state_se_1737,Torsby,1737,base.se
base.state_se_1760,Storfors,1760,base.se
base.state_se_1761,Hammarö,1761,base.se
base.state_se_1762,Munkfors,1762,base.se
base.state_se_1763,Forshaga,1763,base.se
base.state_se_1764,Grums,1764,base.se
base.state_se_1765,Årjäng,1765,base.se
base.state_se_1766,Sunne,1766,base.se
base.state_se_1780,Karlstad,1780,base.se
base.state_se_1781,Kristinehamn,1781,base.se
base.state_se_1782,Filipstads,1782,base.se
base.state_se_1783,Hagfors,1783,base.se
base.state_se_1784,Arvika,1784,base.se
base.state_se_1785,Säffle,1785,base.se
base.state_se_1814,Lekeberg,1814,base.se
base.state_se_1860,Laxå,1860,base.se
base.state_se_1861,Hallsbergs,1861,base.se
base.state_se_1862,Degerfors,1862,base.se
base.state_se_1863,Hällefors,1863,base.se
base.state_se_1864,Ljusnarsberg,1864,base.se
base.state_se_1880,Örebro,1880,base.se
base.state_se_1881,Kumla,1881,base.se
base.state_se_1882,Askersund,1882,base.se
base.state_se_1883,Karlskoga,1883,base.se
base.state_se_1884,Nora,1884,base.se
base.state_se_1885,Lindesberg,1885,base.se
base.state_se_1904,Skinnskatteberg,1904,base.se
base.state_se_1907,Surahammar,1907,base.se
base.state_se_1960,Kungsör,1960,base.se
base.state_se_1961,Hallstahammar,1961,base.se
base.state_se_1962,Norberg,1962,base.se
base.state_se_1980,Västerås,1980,base.se
base.state_se_1981,Sala,1981,base.se
base.state_se_1982,Fagersta,1982,base.se
base.state_se_1983,Köpings,1983,base.se
base.state_se_1984,Arboga,1984,base.se
base.state_se_2021,Vansbro,2021,base.se
base.state_se_2023,Malung-Sälen,2023,base.se
base.state_se_2026,Gagnefs,2026,base.se
base.state_se_2029,Leksand,2029,base.se
base.state_se_2031,Rättvik,2031,base.se
base.state_se_2034,Orsa,2034,base.se
base.state_se_2039,Älvdalen,2039,base.se
base.state_se_2061,Smedjebacken,2061,base.se
base.state_se_2062,Mora,2062,base.se
base.state_se_2080,Falu,2080,base.se
base.state_se_2081,Borlänge,2081,base.se
base.state_se_2082,Säters,2082,base.se
base.state_se_2083,Hedemora,2083,base.se
base.state_se_2084,Avesta,2084,base.se
base.state_se_2085,Ludvika,2085,base.se
base.state_se_2101,Ockelbo,2101,base.se
base.state_se_2104,Hofors,2104,base.se
base.state_se_2121,Ovanåker,2121,base.se
base.state_se_2132,Nordanstig,2132,base.se
base.state_se_2161,Ljusdals,2161,base.se
base.state_se_2180,Gävle,2180,base.se
base.state_se_2181,Sandviken,2181,base.se
base.state_se_2182,Söderhamn,2182,base.se
base.state_se_2183,Bollnäs,2183,base.se
base.state_se_2184,Hudiksvall,2184,base.se
base.state_se_2260,Ånge,2260,base.se
base.state_se_2262,Timrå,2262,base.se
base.state_se_2280,Härnösand,2280,base.se
base.state_se_2281,Sundsvall,2281,base.se
base.state_se_2282,Kramfors,2282,base.se
base.state_se_2283,Sollefteå,2283,base.se
base.state_se_2284,Örnsköldsvik,2284,base.se
base.state_se_2303,Ragunda,2303,base.se
base.state_se_2305,Bräcke,2305,base.se
base.state_se_2309,Krokom,2309,base.se
base.state_se_2313,Strömsund,2313,base.se
base.state_se_2321,Åre,2321,base.se
base.state_se_2326,Berg,2326,base.se
base.state_se_2361,Härjedalen,2361,base.se
base.state_se_2380,Östersund,2380,base.se
base.state_se_2401,Nordmaling,2401,base.se
base.state_se_2403,Bjurholm,2403,base.se
base.state_se_2404,Vindeln,2404,base.se
base.state_se_2409,Robertsfors,2409,base.se
base.state_se_2417,Norsjö,2417,base.se
base.state_se_2418,Malå,2418,base.se
base.state_se_2421,Storuman,2421,base.se
base.state_se_2422,Sorsele,2422,base.se
base.state_se_2425,Dorotea,2425,base.se
base.state_se_2460,Vännäs,2460,base.se
base.state_se_2462,Vilhelmina,2462,base.se
base.state_se_2463,Åsele,2463,base.se
base.state_se_2480,Umeå,2480,base.se
base.state_se_2481,Lycksele,2481,base.se
base.state_se_2482,Skellefteå,2482,base.se
base.state_se_2505,Arvidsjaur,2505,base.se
base.state_se_2506,Arjeplog,2506,base.se
base.state_se_2510,Jokkmokk,2510,base.se
base.state_se_2513,Överkalix,2513,base.se
base.state_se_2514,Kalix,2514,base.se
base.state_se_2518,Övertorneå,2518,base.se
base.state_se_2521,Pajala,2521,base.se
base.state_se_2523,Gällivare,2523,base.se
base.state_se_2560,Älvsbyn,2560,base.se
base.state_se_2580,Luleå,2580,base.se
base.state_se_2581,Piteå,2581,base.se
base.state_se_2582,Boden,2582,base.se
base.state_se_2583,Haparanda,2583,base.se
base.state_se_2584,Kiruna,2584,base.se
